Date,Open,High,Low,Close,Volume,Change,Daily_Return,Range,Range_Pct,Body_Pct,Close_Direction,Gap_Pct,RV20,ATR14,ATR_Pct,SMA20,SMA50,SMA200,EMA9,EMA21,RSI14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Mid,BB_Lower,BB_Width_Pct,High20,Low20,Dist_SMA50_Pct,Volume_SMA20,Volume_Ratio
2015-01-14,1230.6,1243.8,1225.12,1228.26,133633.0,-2.34,-0.1731,18.68,1.518,0.1902,0,0.0171,0.9593,19.3364,1.5743,1200.747,1194.0464,1254.8334,1217.894,1208.1183,68.2675,7.9065,3.6435,4.263,1237.8313,1200.747,1163.6627,6.1769,1243.8,1167.94,2.8653,97181.4,1.3751
2015-01-15,1228.31,1266.24,1225.88,1262.49,144537.0,34.18,2.7869,40.36,3.2858,2.7827,1,0.0041,1.1262,21.6393,1.714,1204.023,1195.9336,1254.6608,1226.8132,1213.0612,75.1485,11.1684,5.1485,6.0199,1250.1708,1204.023,1157.8752,7.6656,1266.24,1167.94,5.5652,97280.6,1.4858
2015-01-16,1263.06,1281.45,1256.99,1279.82,90627.0,16.76,1.3727,24.46,1.9366,1.3269,1,0.0451,1.1306,21.5821,1.6863,1208.545,1198.7294,1254.5187,1237.4145,1219.1302,74.5913,14.9791,7.1146,7.8645,1265.1833,1208.545,1151.9067,9.373,1281.45,1167.94,6.7647,95720.75,0.9468
2015-01-19,1279.79,1281.31,1272.12,1276.51,68183.0,-3.28,-0.2586,9.19,0.7181,0.2563,0,-0.0023,1.1354,20.9257,1.6393,1212.4575,1201.4276,1254.3434,1245.2336,1224.3465,78.8399,17.53,9.1977,8.3323,1276.4391,1212.4575,1148.4759,10.554,1281.45,1167.94,6.2494,93735.1,0.7274
2015-01-20,1275.82,1296.83,1273.88,1294.66,129839.0,18.84,1.4218,22.95,1.7988,1.4767,1,-0.0541,1.1527,20.4814,1.582,1217.422,1203.7646,1254.2236,1255.1189,1230.7386,78.9709,20.7767,11.5135,9.2632,1290.5724,1217.422,1144.2716,12.0173,1296.83,1167.94,7.5509,95736.35,1.3562
2015-01-21,1295.04,1304.63,1285.0,1292.81,125510.0,-2.23,-0.1429,19.63,1.5158,0.1722,0,0.0294,1.0609,20.1857,1.5614,1223.255,1206.5936,1254.0972,1262.6571,1236.3815,86.5622,22.936,13.798,9.138,1301.0085,1223.255,1145.5015,12.7126,1304.63,1167.94,7.1454,97669.05,1.2851
2015-01-22,1292.75,1306.11,1279.68,1301.8,119765.0,9.05,0.6954,26.43,2.0445,0.7001,1,-0.0046,1.0557,20.1736,1.5497,1229.5375,1209.3494,1253.9678,1270.4857,1242.3286,86.9806,25.0835,16.0551,9.0284,1311.4588,1229.5375,1147.6162,13.3255,1306.11,1167.94,7.6447,99956.9,1.1982
2015-01-23,1301.69,1302.1,1284.88,1294.24,104468.0,-7.45,-0.5807,17.22,1.3229,0.5723,0,-0.0084,1.0743,19.3179,1.4926,1235.529,1211.9862,1253.927,1275.2366,1247.0478,80.9816,25.8772,18.0195,7.8577,1318.0002,1235.529,1153.0578,13.3499,1306.11,1167.94,6.7867,102846.8,1.0158
2015-01-26,1294.1,1298.98,1275.81,1281.17,112031.0,-12.93,-1.0099,23.17,1.7904,0.9991,0,-0.0108,1.0778,19.4664,1.5194,1239.8085,1214.3658,1253.8217,1276.4232,1250.1499,71.8054,25.1614,19.4479,5.7135,1322.4338,1239.8085,1157.1832,13.3287,1306.11,1167.94,5.5012,106059.3,1.0563
2015-01-27,1281.15,1297.28,1272.24,1292.14,111037.0,10.99,0.8562,25.04,1.9545,0.8578,1,-0.0016,1.0307,20.5757,1.5924,1245.2635,1216.4284,1253.808,1279.5666,1253.9671,77.4678,25.189,20.5961,4.5929,1326.5023,1245.2635,1164.0247,13.0476,1306.11,1167.94,6.2241,107572.75,1.0322
2015-01-28,1292.1,1293.5,1280.38,1284.26,101620.0,-7.84,-0.6098,13.12,1.0154,0.6068,0,-0.0031,1.0282,20.6979,1.6117,1249.4675,1218.3864,1253.7813,1280.5053,1256.721,74.7159,24.295,21.3359,2.9591,1329.5773,1249.4675,1169.3577,12.823,1306.11,1167.94,5.4066,107496.55,0.9453
2015-01-29,1284.32,1285.69,1252.05,1257.01,123343.0,-27.31,-2.1218,33.64,2.6193,2.1264,0,0.0047,1.1069,21.9443,1.7458,1253.1165,1219.5942,1253.6485,1275.8062,1256.7473,60.2854,21.1439,21.2975,-0.1536,1327.0895,1253.1165,1179.1435,11.8062,1306.11,1167.94,3.0679,110313.45,1.1181
2015-01-30,1256.62,1284.48,1256.62,1283.21,100211.0,26.59,2.0843,27.86,2.2171,2.116,1,-0.031,1.1764,22.6871,1.768,1257.865,1221.605,1253.6468,1277.287,1259.153,63.7209,20.5241,21.1428,-0.6187,1326.2874,1257.865,1189.4426,10.8791,1306.11,1178.08,5.043,110736.3,0.905
2015-02-02,1284.4,1284.4,1266.53,1273.96,100477.0,-10.44,-0.7208,17.87,1.3913,0.8128,0,0.0927,1.1779,22.83,1.792,1261.339,1223.2158,1253.5513,1276.6216,1260.4991,61.5773,19.0668,20.7276,-1.6608,1325.2558,1261.339,1197.4222,10.1348,1306.11,1201.58,4.1484,110179.65,0.9119
2015-02-03,1273.97,1284.83,1255.59,1260.08,110035.0,-13.89,-1.0895,29.24,2.2952,1.0903,0,0.0008,1.1979,23.5843,1.8716,1263.426,1224.3952,1253.337,1273.3133,1260.461,57.9582,16.6005,19.9022,-3.3017,1324.0734,1263.426,1202.7786,9.6005,1306.11,1204.68,2.9145,109660.1,1.0034
2015-02-04,1260.21,1271.81,1256.6,1269.1,103327.0,8.89,0.7158,15.21,1.2069,0.7054,1,0.0103,1.189,21.7879,1.7168,1266.331,1225.8418,1253.2004,1272.4706,1261.2464,51.8917,15.1986,18.9615,-3.7629,1321.7451,1266.331,1210.9169,8.7519,1306.11,1204.68,3.5289,109400.3,0.9445
2015-02-05,1269.15,1273.76,1256.75,1264.61,102213.0,-4.54,-0.3538,17.01,1.3403,0.3577,0,0.0039,1.1925,21.2557,1.6808,1269.1335,1227.1206,1253.0451,1270.8985,1261.5521,45.3018,13.5688,17.8829,-4.3141,1317.462,1269.1335,1220.805,7.616,1306.11,1207.24,3.0551,109850.9,0.9305
2015-02-06,1264.45,1268.65,1228.64,1233.54,99331.0,-30.91,-2.4569,40.01,3.1642,2.4445,0,-0.0127,1.3119,23.4571,1.9016,1269.6685,1227.8374,1252.757,1263.4268,1259.0056,38.67,9.6588,16.2381,-6.5793,1316.0364,1269.6685,1223.3006,7.3039,1306.11,1218.2,0.4644,110095.9,0.9022
2015-02-09,1235.5,1243.43,1234.34,1238.89,80584.0,3.39,0.4337,9.09,0.7357,0.2744,1,0.1589,1.3016,22.5243,1.8181,1269.9475,1228.8004,1252.5317,1258.5194,1257.1769,34.2306,6.9121,14.3729,-7.4608,1315.4534,1269.9475,1224.4416,7.1666,1306.11,1225.12,0.8211,109147.7,0.7383
2015-02-10,1238.16,1245.65,1230.86,1233.2,93678.0,-4.96,-0.4593,14.79,1.1945,0.4006,0,-0.0589,1.3049,22.1786,1.7985,1270.088,1230.1256,1252.2006,1253.4555,1254.9972,33.5031,4.2274,12.3438,-8.1164,1315.0942,1270.088,1225.0818,7.0871,1306.11,1225.12,0.2499,107722.45,0.8696
2015-02-11,1233.24,1238.51,1216.76,1218.36,82000.0,-14.88,-1.2034,21.75,1.7636,1.2066,0,0.0032,1.333,21.8443,1.7929,1269.593,1230.2576,1251.7426,1246.4364,1251.6665,27.6324,0.8921,10.0535,-9.1614,1316.7048,1269.593,1222.4812,7.4216,1306.11,1216.76,-0.9671,105140.8,0.7799
2015-02-12,1217.95,1232.22,1217.43,1221.55,87626.0,3.6,0.2618,14.79,1.2143,0.2956,1,-0.0337,1.1603,21.6707,1.774,1267.546,1230.729,1251.3117,1241.4591,1248.9287,30.0467,-1.4768,7.7474,-9.2242,1319.2874,1267.546,1215.8046,8.164,1306.11,1216.76,-0.7458,102295.25,0.8566
2015-02-13,1221.53,1234.56,1221.5,1229.28,85492.0,7.75,0.6328,13.06,1.0692,0.6345,1,-0.0016,1.12,20.9486,1.7041,1265.019,1231.1296,1251.0095,1239.0233,1247.1424,35.3261,-2.6993,5.6581,-8.3573,1319.1193,1265.019,1210.9187,8.5533,1306.11,1216.76,-0.1502,102038.5,0.8378
2015-02-16,1229.55,1236.08,1227.9,1230.64,49086.0,1.09,0.1106,8.18,0.6653,0.0887,1,0.022,1.122,19.7443,1.6044,1262.7255,1231.6452,1250.717,1237.3467,1245.6422,31.6089,-3.5178,3.8229,-7.3407,1318.6337,1262.7255,1206.8173,8.8552,1306.11,1216.76,-0.0816,101083.65,0.4856
2015-02-17,1230.64,1233.77,1203.7,1209.37,80034.0,-21.27,-1.7284,30.07,2.4434,1.7284,0,0.0,1.1068,20.955,1.7327,1258.461,1231.9956,1250.3215,1231.7513,1242.3447,29.2652,-5.8157,1.8952,-7.7109,1317.0595,1258.461,1199.8625,9.3127,1306.11,1203.7,-1.8365,98593.4,0.8118
2015-02-18,1209.32,1212.81,1197.84,1212.35,78327.0,3.03,0.2464,14.97,1.2379,0.2506,1,-0.0041,1.1137,19.6214,1.6185,1254.438,1232.179,1249.9056,1227.8711,1239.6179,35.7152,-7.3121,0.0537,-7.3659,1314.1445,1254.438,1194.7315,9.5192,1306.11,1197.84,-1.6093,96234.25,0.8139
2015-02-19,1211.77,1222.71,1205.39,1206.63,84221.0,-5.14,-0.4718,17.32,1.4293,0.4242,0,-0.0478,1.0883,18.8686,1.5637,1249.6795,1231.6956,1249.4721,1223.6228,1236.619,21.8124,-8.8575,-1.7285,-7.129,1308.658,1249.6795,1190.701,9.439,1302.1,1197.84,-2.035,94457.05,0.8916
2015-02-20,1206.6,1214.74,1198.26,1201.5,84040.0,-5.1,-0.4252,16.48,1.3658,0.4227,0,-0.0025,1.0873,18.7693,1.5622,1245.0425,1231.207,1248.9516,1219.1983,1233.4264,22.4947,-10.3765,-3.4581,-6.9184,1303.8523,1245.0425,1186.2327,9.447,1298.98,1197.84,-2.4128,93435.65,0.8994
2015-02-23,1201.44,1209.99,1191.14,1201.47,75911.0,0.03,-0.0025,18.85,1.569,0.0025,1,-0.005,1.0791,18.0271,1.5004,1241.0575,1230.6868,1248.4795,1215.6526,1230.5213,25.1379,-11.4508,-5.0567,-6.3942,1300.3588,1241.0575,1181.7562,9.5566,1297.28,1191.14,-2.374,91629.65,0.8285
2015-02-24,1201.37,1204.29,1190.69,1200.18,86087.0,-1.19,-0.1074,13.6,1.132,0.0991,0,-0.0083,1.0451,17.9121,1.4925,1236.4595,1230.2538,1248.0182,1212.5581,1227.763,18.7125,-12.2649,-6.4983,-5.7666,1293.2931,1236.4595,1179.6259,9.193,1293.5,1190.69,-2.4445,90382.15,0.9525
2015-02-25,1200.18,1211.66,1200.01,1204.52,82520.0,4.34,0.3616,11.65,0.9707,0.3616,1,0.0,1.0555,17.5293,1.4553,1232.4725,1230.4858,1247.577,1210.9505,1225.65,22.6839,-12.4167,-7.682,-4.7347,1286.295,1232.4725,1178.65,8.7341,1285.69,1190.69,-2.1102,89427.15,0.9228
2015-02-26,1204.5,1219.77,1203.5,1209.2,92468.0,4.7,0.3885,16.27,1.3508,0.3902,1,-0.0017,0.9755,15.8336,1.3094,1230.082,1230.7304,1247.1531,1210.6004,1224.1545,35.4426,-12.0209,-8.5498,-3.4711,1283.5616,1230.082,1176.6024,8.6953,1284.83,1190.69,-1.7494,87883.4,1.0522
2015-02-27,1209.23,1219.04,1204.47,1212.51,84620.0,3.28,0.2737,14.57,1.2049,0.2712,1,0.0025,0.826,16.1679,1.3334,1226.547,1231.193,1246.7567,1210.9823,1223.0959,33.8279,-11.3097,-9.1018,-2.2079,1274.2778,1226.547,1178.8162,7.783,1284.83,1190.69,-1.5175,87103.85,0.9715
2015-03-02,1212.94,1223.1,1204.56,1206.78,85694.0,-6.16,-0.4726,18.54,1.5285,0.5079,0,0.0355,0.8209,16.4357,1.3619,1223.188,1231.3634,1246.321,1210.1418,1221.6127,33.8113,-11.0807,-9.4975,-1.5831,1266.08,1223.188,1180.296,7.0131,1284.83,1190.69,-1.9964,86364.7,0.9922
2015-03-03,1206.83,1214.36,1195.36,1203.45,91490.0,-3.38,-0.2759,19.0,1.5744,0.2801,0,0.0041,0.7978,16.2393,1.3494,1220.3565,1231.525,1245.8771,1208.8035,1219.9615,39.3637,-11.0406,-9.8062,-1.2345,1260.3747,1220.3565,1180.3383,6.5584,1273.76,1190.69,-2.2797,85437.45,1.0708
2015-03-04,1203.42,1208.85,1198.21,1200.06,75983.0,-3.36,-0.2817,10.64,0.8841,0.2792,0,-0.0025,0.7664,15.9429,1.3285,1216.9045,1232.0032,1245.4157,1207.0548,1218.1523,34.7133,-11.1538,-10.0757,-1.0782,1250.6359,1216.9045,1183.1731,5.5438,1273.76,1190.69,-2.5928,84070.25,0.9038
2015-03-05,1200.08,1208.95,1196.46,1198.12,80774.0,-1.96,-0.1617,12.49,1.0408,0.1633,0,0.0017,0.7666,15.9021,1.3273,1213.58,1232.4426,1245.0838,1205.2678,1216.3312,25.845,-11.2702,-10.3146,-0.9556,1239.78,1213.58,1187.38,4.3178,1268.65,1190.69,-2.7849,82998.3,0.9732
2015-03-06,1198.21,1200.47,1163.69,1164.98,100831.0,-33.23,-2.766,36.78,3.0696,2.7733,0,0.0075,0.8147,17.945,1.5404,1210.152,1232.254,1244.6196,1197.2103,1211.6629,15.9015,-13.8766,-11.027,-2.8496,1242.561,1210.152,1177.743,5.3562,1245.65,1163.69,-5.4594,83073.3,1.2138
2015-03-09,1166.84,1175.15,1165.74,1166.84,74732.0,0.0,0.1597,9.41,0.8065,0.0,0,0.1597,0.8042,16.5236,1.4161,1206.5495,1231.6792,1244.1768,1191.1362,1207.5881,22.3364,-15.6121,-11.944,-3.6681,1241.4316,1206.5495,1171.6674,5.7821,1245.65,1163.69,-5.2643,82780.7,0.9028
2015-03-10,1166.8,1170.29,1155.41,1161.42,94764.0,-5.38,-0.4645,14.88,1.2753,0.4611,0,-0.0034,0.8043,16.5171,1.4222,1202.9605,1231.2468,1243.7317,1185.193,1203.391,17.8918,-17.2263,-13.0005,-4.2258,1240.9312,1202.9605,1164.9898,6.3129,1238.51,1155.41,-5.6712,82835.0,1.144
2015-03-11,1160.82,1165.04,1147.46,1154.78,90444.0,-6.04,-0.5717,17.58,1.5144,0.5203,0,-0.0517,0.7788,16.5357,1.4319,1199.7815,1230.3388,1243.2876,1179.1104,1198.9718,17.6867,-18.8244,-14.1652,-4.6591,1242.6535,1199.7815,1156.9095,7.1466,1236.08,1147.46,-6.1413,83257.2,1.0863
2015-03-12,1154.83,1166.01,1148.76,1153.15,88906.0,-1.68,-0.1412,17.25,1.4937,0.1455,0,0.0043,0.7696,16.5907,1.4387,1196.3615,1229.7212,1242.8296,1173.9183,1194.8062,18.4934,-19.9919,-15.3306,-4.6613,1242.6949,1196.3615,1150.0281,7.7457,1236.08,1147.46,-6.2267,83321.2,1.067
2015-03-13,1152.69,1161.53,1151.47,1158.09,75479.0,5.4,0.4284,10.06,0.8727,0.4685,1,-0.0399,0.758,15.9629,1.3784,1192.802,1229.1182,1242.4016,1170.7526,1191.4683,23.4321,-20.2847,-16.3214,-3.9633,1239.4246,1192.802,1146.1794,7.8173,1236.08,1147.46,-5.7788,82820.55,0.9114
2015-03-16,1158.56,1163.88,1150.34,1154.46,73930.0,-4.1,-0.3134,13.54,1.1687,0.3539,0,0.0406,0.752,15.9586,1.3823,1188.993,1228.1178,1241.9072,1167.4941,1188.1039,22.7792,-20.5726,-17.1716,-3.4009,1235.0436,1188.993,1142.9424,7.7462,1233.77,1147.46,-5.9976,84062.75,0.8795
2015-03-17,1153.8,1158.66,1143.14,1149.26,81604.0,-4.54,-0.4504,15.52,1.3451,0.3935,0,-0.0572,0.6762,16.235,1.4126,1185.9875,1226.7362,1241.3908,1163.8473,1184.5727,17.4328,-20.9785,-17.933,-3.0455,1234.2324,1185.9875,1137.7426,8.1358,1223.1,1143.14,-6.3156,84141.25,0.9698
2015-03-18,1149.26,1174.34,1145.84,1167.32,90242.0,18.06,1.5714,28.5,2.4799,1.5714,1,0.0,0.7839,17.1086,1.4656,1183.736,1225.8626,1240.9677,1164.5418,1183.0043,28.6805,-19.6167,-18.2697,-1.347,1230.9936,1183.736,1136.4784,7.9845,1223.1,1143.14,-4.7756,84737.0,1.065
2015-03-19,1166.7,1177.42,1159.85,1170.65,103620.0,3.95,0.2853,17.57,1.506,0.3386,1,-0.0531,0.7877,17.3229,1.4798,1181.937,1225.1044,1240.523,1165.7635,1181.8811,28.695,-18.0606,-18.2279,0.1673,1228.255,1181.937,1135.619,7.8376,1223.1,1143.14,-4.4449,85706.95,1.209
2015-03-20,1170.67,1187.69,1168.65,1181.86,92069.0,11.19,0.9576,19.04,1.6264,0.9559,1,0.0017,0.822,17.3586,1.4688,1180.955,1224.2848,1240.1284,1168.9828,1181.8792,37.9869,-15.7414,-17.7306,1.9892,1226.3502,1180.955,1135.5598,7.6879,1223.1,1143.14,-3.4653,86108.4,1.0692
2015-03-23,1182.12,1191.4,1179.23,1189.08,90636.0,6.96,0.6109,12.17,1.0295,0.5888,1,0.022,0.8364,16.8707,1.4188,1180.3355,1223.4002,1239.7086,1173.0022,1182.5338,43.3231,-13.169,-16.8183,3.6493,1224.8822,1180.3355,1135.7888,7.5481,1223.1,1143.14,-2.8053,86844.65,1.0437
2015-03-24,1189.26,1194.85,1185.35,1192.88,81267.0,3.62,0.3196,9.5,0.7988,0.3044,1,0.0151,0.8402,16.7893,1.4075,1179.9705,1222.65,1239.2899,1176.9778,1183.4744,46.6765,-10.7004,-15.5947,4.8943,1223.9486,1179.9705,1135.9924,7.4541,1223.1,1143.14,-2.4349,86603.65,0.9384
2015-03-25,1192.93,1199.41,1186.56,1195.12,74978.0,2.19,0.1878,12.85,1.0772,0.1836,1,0.0042,0.8369,16.815,1.407,1179.5005,1221.9872,1238.9071,1180.6062,1184.5331,48.6152,-8.4656,-14.1689,5.7033,1222.5653,1179.5005,1136.4357,7.3022,1223.1,1143.14,-2.1986,86226.55,0.8695
2015-03-26,1194.65,1219.04,1194.38,1204.54,97862.0,9.89,0.7882,24.66,2.0642,0.8279,1,-0.0393,0.8522,15.9493,1.3241,1179.2675,1220.8282,1238.5782,1185.393,1186.3519,73.3806,-5.8668,-12.5085,6.6416,1221.7015,1179.2675,1136.8335,7.1967,1223.1,1143.14,-1.3342,86496.25,1.1314
2015-03-27,1204.42,1205.77,1192.7,1198.21,79792.0,-6.21,-0.5255,13.07,1.0852,0.5156,0,-0.01,0.8566,16.1564,1.3484,1178.5525,1219.196,1238.1828,1187.9564,1187.4299,67.6097,-4.2688,-10.8605,6.5917,1219.0666,1178.5525,1138.0384,6.8752,1223.1,1143.14,-1.7213,86254.85,0.9251
2015-03-30,1197.97,1199.26,1182.32,1185.99,76577.0,-11.98,-1.0199,16.94,1.4141,1.0,0,-0.02,0.8791,16.3036,1.3747,1177.513,1217.3856,1237.5132,1187.5631,1187.299,62.8142,-3.943,-9.477,5.534,1215.9934,1177.513,1139.0326,6.5359,1219.04,1143.14,-2.5789,85799.0,0.8925
2015-03-31,1185.9,1190.43,1178.45,1183.26,84276.0,-2.64,-0.2302,11.98,1.0102,0.2226,0,-0.0076,0.8786,15.9036,1.344,1176.5035,1215.1576,1236.8595,1186.7025,1186.9318,65.485,-3.8606,-8.3538,4.4932,1213.1337,1176.5035,1139.8733,6.227,1219.04,1143.14,-2.625,85438.3,0.9864
2015-04-01,1182.69,1208.35,1180.9,1203.69,78494.0,21.0,1.7266,27.45,2.321,1.7756,1,-0.0482,0.965,16.6321,1.3818,1176.685,1213.3752,1236.2917,1190.1,1188.4553,72.8151,-2.1223,-7.1075,4.9852,1213.8389,1176.685,1139.5311,6.315,1219.04,1143.14,-0.7982,85563.85,0.9174
2015-04-02,1203.29,1207.05,1195.14,1202.43,78425.0,-0.86,-0.1047,11.91,0.9898,0.0715,0,-0.0332,0.9645,16.7643,1.3942,1176.9005,1211.3878,1235.7143,1192.566,1189.7257,70.7041,-0.8367,-5.8533,5.0166,1214.6236,1176.9005,1139.1774,6.4106,1219.04,1143.14,-0.7395,85446.4,0.9178
2015-04-06,1202.64,1223.95,1202.59,1214.61,78772.0,11.97,1.0129,21.36,1.7761,0.9953,1,0.0175,0.7315,17.3343,1.4271,1179.382,1209.7952,1235.193,1196.9748,1191.9879,76.0097,1.1517,-4.4523,5.604,1220.2055,1179.382,1138.5585,6.9229,1223.95,1143.14,0.398,84343.45,0.9339
2015-04-07,1214.66,1215.65,1207.49,1208.86,71940.0,-5.8,-0.4734,8.16,0.6718,0.4775,0,0.0041,0.7474,16.8086,1.3904,1181.483,1208.349,1234.6563,1199.3518,1193.5218,75.6499,2.2378,-3.1143,5.3521,1223.8834,1181.483,1139.0826,7.1775,1223.95,1143.14,0.0423,84203.85,0.8544
2015-04-08,1208.85,1211.88,1197.58,1202.31,79381.0,-6.54,-0.5418,14.3,1.1829,0.541,0,-0.0008,0.7511,15.7943,1.3137,1183.5275,1206.5524,1234.092,1199.9435,1194.3207,66.7144,2.5407,-1.9833,4.524,1225.7977,1183.5275,1141.2573,7.1431,1223.95,1143.14,-0.3516,83434.7,0.9514
2015-04-09,1202.4,1203.05,1192.58,1194.5,68581.0,-7.9,-0.6496,10.47,0.8708,0.657,0,0.0075,0.7553,15.2871,1.2798,1185.5135,1204.7572,1233.4293,1198.8548,1194.337,60.9253,2.126,-1.1614,3.2874,1225.7816,1185.5135,1145.2454,6.7934,1223.95,1143.14,-0.8514,82341.55,0.8329
2015-04-10,1194.56,1210.39,1193.21,1207.36,73090.0,12.8,1.0766,17.18,1.4382,1.0715,1,0.005,0.7775,15.1543,1.2552,1188.224,1203.7642,1232.8355,1200.5558,1195.5209,61.5072,2.8027,-0.3686,3.1713,1226.5719,1188.224,1149.8761,6.4547,1223.95,1143.14,0.2987,81550.75,0.8963
2015-04-13,1207.64,1209.31,1196.32,1198.65,81636.0,-8.99,-0.7214,12.99,1.0757,0.7444,0,0.0232,0.8043,15.2129,1.2692,1190.252,1202.073,1232.1964,1200.1747,1195.8054,54.2613,2.6062,0.2264,2.3798,1226.0983,1190.252,1154.4057,6.0233,1223.95,1143.14,-0.2848,81858.6,0.9973
2015-04-14,1198.74,1201.32,1183.89,1192.45,97069.0,-6.29,-0.5172,17.43,1.454,0.5247,0,0.0075,0.8121,15.7793,1.3233,1192.1515,1200.4428,1231.5623,1198.6297,1195.5003,49.8125,1.9279,0.5667,1.3613,1223.7915,1192.1515,1160.5115,5.308,1223.95,1143.14,-0.6658,83015.55,1.1693
2015-04-15,1192.67,1204.53,1188.86,1202.27,95712.0,9.6,0.8235,15.67,1.3139,0.8049,1,0.0184,0.8113,15.9807,1.3292,1194.802,1199.2866,1230.9716,1199.3578,1196.1158,52.9239,2.1579,0.8849,1.273,1219.4142,1194.802,1170.1898,4.1199,1223.95,1145.84,0.2488,83720.95,1.1432
2015-04-16,1202.1,1208.96,1194.72,1198.29,103395.0,-3.81,-0.331,14.24,1.1846,0.3169,0,-0.0141,0.7551,15.2364,1.2715,1196.3505,1197.8704,1230.3644,1199.1442,1196.3134,47.3252,1.996,1.1071,0.8889,1217.3082,1196.3505,1175.3928,3.5036,1223.95,1159.85,0.035,84378.6,1.2254
2015-04-17,1198.35,1207.47,1197.28,1203.98,84521.0,5.63,0.4748,10.19,0.8503,0.4698,1,0.005,0.7583,15.0307,1.2484,1198.017,1196.6578,1229.7897,1200.1114,1197.0104,52.483,2.3003,1.3458,0.9546,1215.3585,1198.017,1180.6755,2.895,1223.95,1168.65,0.6119,83423.65,1.0132
2015-04-20,1204.47,1208.84,1191.32,1195.42,74769.0,-9.05,-0.711,17.52,1.4546,0.7514,0,0.0407,0.7558,15.0721,1.2608,1198.695,1195.8954,1229.1296,1199.1731,1196.8658,54.19,1.8297,1.4426,0.3871,1214.3556,1198.695,1183.0344,2.6129,1223.95,1178.45,-0.0398,82558.65,0.9056
2015-04-21,1195.43,1203.98,1193.05,1202.12,49383.0,6.69,0.5605,10.93,0.9143,0.5596,1,0.0008,0.7539,14.9971,1.2476,1199.347,1195.16,1228.4632,1199.7625,1197.3434,58.0944,1.9746,1.549,0.4256,1214.396,1199.347,1184.298,2.5095,1223.95,1178.45,0.5823,80496.0,0.6135
2015-04-22,1202.13,1204.48,1185.74,1186.86,55900.0,-15.27,-1.2694,18.74,1.5589,1.2702,0,0.0008,0.8067,14.375,1.2112,1199.046,1194.2332,1227.7054,1197.182,1196.3904,42.4414,0.8483,1.4088,-0.5606,1214.861,1199.046,1183.231,2.6379,1223.95,1178.45,-0.6174,79227.65,0.7056
2015-04-23,1186.86,1197.78,1184.28,1193.72,56240.0,6.86,0.578,13.5,1.1375,0.578,1,0.0,0.8167,14.4886,1.2137,1198.976,1193.7404,1227.1398,1196.4896,1196.1476,46.2755,0.5034,1.2278,-0.7243,1214.8763,1198.976,1183.0757,2.6523,1223.95,1178.45,-0.0017,78290.75,0.7183
2015-04-24,1193.73,1195.66,1175.11,1179.04,53012.0,-14.69,-1.2298,20.55,1.7215,1.2306,0,0.0008,0.8382,14.4193,1.223,1197.701,1192.8902,1226.5658,1192.9997,1194.5924,35.1084,-0.9436,0.7935,-1.7371,1215.6768,1197.701,1179.7252,3.0017,1223.95,1175.11,-1.1611,76048.25,0.6971
2015-04-27,1178.78,1206.96,1178.53,1201.86,64574.0,23.08,1.9355,28.43,2.4118,1.958,1,-0.0221,0.9467,15.8671,1.3202,1197.8835,1192.3418,1226.0808,1194.7717,1195.2531,47.4359,-0.2461,0.5856,-0.8317,1215.9549,1197.8835,1179.8121,3.0172,1223.95,1175.11,0.7983,75287.35,0.8577
2015-04-28,1201.88,1214.95,1199.12,1212.02,84428.0,10.14,0.8454,15.83,1.3171,0.8437,1,0.0017,0.9306,15.9764,1.3182,1199.185,1191.9694,1225.5468,1198.2214,1196.7774,53.4651,1.1136,0.6912,0.4225,1217.3986,1199.185,1180.9714,3.0377,1223.95,1175.11,1.6821,75679.9,1.1156
2015-04-29,1212.24,1213.42,1201.63,1204.61,83980.0,-7.63,-0.6114,11.79,0.9726,0.6294,0,0.0182,0.9419,16.0707,1.3341,1200.2525,1191.8742,1225.0193,1199.4991,1197.4894,53.6182,1.5752,0.868,0.7072,1216.978,1200.2525,1183.527,2.787,1223.95,1175.11,1.0686,75665.1,1.1099
2015-04-30,1204.58,1206.99,1177.0,1184.13,92925.0,-20.45,-1.7001,29.99,2.4897,1.6977,0,-0.0025,0.9408,16.9857,1.4344,1199.2745,1191.3098,1224.379,1196.4253,1196.2749,42.1163,0.2851,0.7514,-0.4663,1217.3839,1199.2745,1181.1651,3.0201,1223.95,1175.11,-0.6027,76386.65,1.2165
2015-05-01,1184.17,1185.04,1170.32,1178.12,70099.0,-6.05,-0.5075,14.72,1.2431,0.5109,0,0.0034,0.9458,17.1093,1.4523,1198.059,1190.7396,1223.7386,1192.7642,1194.6245,42.9026,-1.2084,0.3594,-1.5678,1218.4022,1198.059,1177.7158,3.396,1223.95,1170.32,-1.0598,75970.35,0.9227
2015-05-04,1177.86,1192.69,1177.55,1188.08,70846.0,10.22,0.8454,15.14,1.2854,0.8677,1,-0.0221,0.9361,16.9457,1.4263,1196.7325,1190.4712,1223.1567,1191.8274,1194.0295,48.5275,-1.5701,-0.0265,-1.5437,1215.9609,1196.7325,1177.5041,3.2135,1215.65,1170.32,-0.2009,75574.05,0.9374
