Date,Open,High,Low,Close,Volume,Change,Daily_Return,Range,Range_Pct,Body_Pct,Close_Direction,Gap_Pct,RV20,ATR14,ATR_Pct,SMA20,SMA50,SMA200,EMA9,EMA21,RSI14,MACD,MACD_Signal,MACD_Hist,BB_Upper,BB_Mid,BB_Lower,BB_Width_Pct,High20,Low20,Dist_SMA50_Pct,Volume_SMA20,Volume_Ratio
2010-01-18,1129.25,1137.28,1128.16,1133.86,58227.9307,4.61,0.2573,9.12,0.8076,0.4082,1,-0.1503,1.1254,18.505,1.632,1133.9309,1133.9309,1133.9309,1134.2106,1130.0792,56.2009,4.1039,3.4458,0.6581,1152.9476,1133.9309,1114.9142,3.3541,1161.82,1093.73,-0.0063,58227.9307,1.0
2010-01-19,1133.16,1140.56,1129.32,1138.37,58227.9307,5.21,0.3978,11.24,0.9919,0.4598,1,-0.0617,1.0709,17.8445,1.5676,1134.3008,1134.3008,1134.3008,1135.0425,1130.8329,58.0569,4.2258,3.6018,0.624,1152.6128,1134.3008,1115.9889,3.2288,1161.82,1093.73,0.3587,58227.9307,1.0
2010-01-20,1138.1,1141.42,1111.13,1111.13,58227.9307,-26.97,-2.3929,30.29,2.6615,2.3697,0,-0.0237,1.2565,18.8817,1.6993,1132.5185,1132.5185,1132.5185,1130.26,1129.0417,46.2258,2.1001,3.3014,-1.2014,1154.2574,1132.5185,1110.7795,3.839,1161.82,1093.73,-1.8886,58227.9307,1.0
2010-01-21,1111.64,1117.54,1088.97,1094.37,58227.9307,-17.27,-1.5084,28.57,2.5701,1.5536,0,0.0459,1.2676,19.6269,1.7934,1129.7936,1129.7936,1129.7936,1123.082,1125.8898,41.0756,-0.9262,2.4559,-3.3821,1158.9831,1129.7936,1100.604,5.1672,1161.82,1088.97,-3.1354,58227.9307,1.0
2010-01-22,1094.38,1098.71,1082.7,1093.2,58227.9307,-1.18,-0.1069,16.01,1.4629,0.1078,0,0.0009,1.218,19.3686,1.7717,1127.354,1127.354,1127.354,1117.1056,1122.918,40.7586,-3.3801,1.2887,-4.6688,1161.24,1127.354,1093.468,6.0116,1161.82,1082.7,-3.0296,58227.9307,1.0
2010-01-25,1094.1,1104.09,1091.6,1098.46,58227.9307,4.36,0.4812,12.49,1.1416,0.3985,1,0.0823,1.1858,19.335,1.7602,1125.5481,1125.5481,1125.5481,1113.3765,1120.6945,43.5814,-4.8445,0.0621,-4.9065,1161.3312,1125.5481,1089.7651,6.3583,1161.82,1082.7,-2.4067,58227.9307,1.0
2010-01-26,1098.24,1103.46,1085.94,1097.74,58227.9307,-0.5,-0.0655,17.52,1.5953,0.0455,0,-0.02,1.1457,18.9171,1.7233,1123.9124,1123.9124,1123.9124,1110.2492,1118.6077,35.0163,-5.994,-1.1491,-4.8449,1161.0923,1123.9124,1086.7324,6.6162,1161.82,1082.7,-2.3287,58227.9307,1.0
2010-01-27,1097.96,1102.37,1088.2,1088.2,58227.9307,-9.76,-0.8691,14.17,1.2906,0.8889,0,0.02,1.1239,19.2093,1.7652,1121.9283,1121.9283,1121.9283,1105.8393,1115.8434,34.2484,-7.5874,-2.4368,-5.1506,1161.7335,1121.9283,1082.1232,7.0958,1161.82,1082.7,-3.0063,58227.9307,1.0
2010-01-28,1088.52,1096.06,1074.47,1086.9,58227.9307,-1.62,-0.1195,21.59,1.9834,0.1488,0,0.0294,1.0904,19.3736,1.7825,1120.0847,1120.0847,1120.0847,1102.0515,1113.2122,30.833,-8.853,-3.72,-5.1329,1161.9743,1120.0847,1078.1951,7.4797,1161.82,1074.47,-2.9627,58227.9307,1.0
2010-01-29,1087.07,1090.41,1075.07,1081.41,58227.9307,-5.66,-0.5051,15.34,1.4111,0.5207,0,0.0156,1.0625,18.7393,1.7329,1118.151,1118.151,1118.151,1097.9232,1110.3211,21.6092,-10.1816,-5.0123,-5.1693,1162.4402,1118.151,1073.8618,7.9219,1161.82,1074.47,-3.2859,58227.9307,1.0
2010-02-01,1081.5,1107.66,1077.1,1105.39,58227.9307,23.89,2.2175,30.56,2.8257,2.209,1,0.0083,1.1653,18.5914,1.6819,1117.3595,1117.5433,1117.5433,1099.4165,1109.8728,40.7164,-9.1936,-5.8486,-3.345,1161.9823,1117.3595,1072.7367,7.9872,1161.82,1074.47,-1.0875,58227.9307,1.0
2010-02-02,1105.3,1118.45,1099.36,1114.58,58227.9307,9.28,0.8314,19.09,1.7271,0.8396,1,-0.0081,1.181,18.5507,1.6644,1117.178,1117.4086,1117.4086,1102.4492,1110.3007,40.4348,-7.5816,-6.1952,-1.3864,1161.8158,1117.178,1072.5402,7.9912,1161.82,1074.47,-0.2531,58227.9307,1.0
2010-02-03,1114.23,1124.93,1107.53,1109.64,58227.9307,-4.59,-0.4432,17.4,1.5616,0.4119,0,-0.0314,1.1061,18.7214,1.6872,1115.755,1117.0709,1117.0709,1103.8874,1110.2407,36.7476,-6.6263,-6.2814,-0.3449,1159.3877,1115.755,1072.1223,7.8212,1161.82,1074.47,-0.6652,58227.9307,1.0
2010-02-04,1110.12,1111.1,1060.04,1063.7,58227.9307,-46.42,-4.1401,51.06,4.5995,4.1815,0,0.0433,1.4246,21.0321,1.9773,1112.361,1114.8471,1114.8471,1095.8499,1106.0097,28.8455,-9.4671,-6.9186,-2.5486,1161.075,1112.361,1063.647,8.7587,1161.82,1060.04,-4.5878,58227.9307,1.0
2010-02-05,1063.87,1068.67,1044.79,1065.85,58227.9307,1.98,0.2021,23.88,2.2446,0.1861,1,0.016,1.4158,22.0864,2.0722,1108.7635,1112.8872,1112.8872,1089.8499,1102.3588,28.5037,-11.4134,-7.8175,-3.5959,1160.1225,1108.7635,1057.4045,9.2642,1161.82,1044.79,-4.2266,58227.9307,1.0
2010-02-08,1065.9,1078.84,1062.07,1063.15,58227.9307,-2.75,-0.2533,16.77,1.5733,0.258,0,0.0047,1.368,22.4814,2.1146,1104.3255,1110.9742,1110.9742,1084.5099,1098.7944,25.9496,-13.0236,-8.8587,-4.1649,1155.3247,1104.3255,1053.3263,9.2363,1158.05,1044.79,-4.3047,58227.9307,1.0
2010-02-09,1063.15,1083.09,1062.24,1077.86,58227.9307,14.71,1.3836,20.85,1.9612,1.3836,1,0.0,1.3659,21.8071,2.0232,1101.7905,1109.7478,1109.7478,1083.18,1096.8912,38.4359,-12.9633,-9.6797,-3.2836,1152.7579,1101.7905,1050.8231,9.2517,1146.26,1044.79,-2.8734,58227.9307,1.0
2010-02-10,1077.86,1082.16,1063.78,1072.01,58227.9307,-5.85,-0.5427,18.38,1.7052,0.5427,0,0.0,1.343,21.0793,1.9663,1098.474,1108.4,1108.4,1080.946,1094.6293,41.5902,-13.235,-10.3907,-2.8443,1148.0405,1098.474,1048.9075,9.0246,1146.26,1044.79,-3.2831,58227.9307,1.0
2010-02-11,1072.37,1097.8,1071.85,1095.51,58227.9307,23.14,2.1921,25.95,2.4199,2.1578,1,0.0336,1.4476,21.7893,1.989,1096.114,1107.9555,1107.9555,1083.8588,1094.7094,50.7439,-11.4224,-10.597,-0.8253,1141.0948,1096.114,1051.1332,8.2073,1145.72,1044.79,-1.1233,58227.9307,1.0
2010-02-12,1095.13,1096.97,1078.25,1093.3,58227.9307,-1.83,-0.2017,18.72,1.7094,0.1671,0,-0.0347,1.4345,22.2343,2.0337,1094.2315,1107.467,1107.467,1085.747,1094.5812,48.3051,-10.0483,-10.4873,0.439,1136.1187,1094.2315,1052.3443,7.656,1141.42,1044.79,-1.2792,58227.9307,1.0
2010-02-15,1094.25,1102.28,1092.05,1100.89,58227.9307,6.64,0.6942,10.23,0.9349,0.6068,1,0.0869,1.4444,21.7136,1.9724,1092.583,1107.2548,1107.2548,1088.7756,1095.1548,50.99,-8.2519,-10.0402,1.7884,1130.2899,1092.583,1054.8761,6.9023,1141.42,1044.79,-0.5748,58227.9307,1.0
2010-02-16,1100.73,1121.05,1098.6,1119.31,58227.9307,18.58,1.6732,22.45,2.0396,1.688,1,-0.0145,1.4965,22.305,1.9927,1091.63,1107.6316,1107.6316,1094.8825,1097.3507,59.2606,-5.2809,-9.0884,3.8074,1125.2011,1091.63,1058.0589,6.1506,1141.42,1044.79,1.0544,58227.9307,1.0
2010-02-17,1119.19,1127.32,1105.6,1106.99,58227.9307,-12.2,-1.1007,21.72,1.9407,1.0901,0,-0.0107,1.4169,22.3143,2.0158,1091.423,1107.6121,1107.6121,1097.304,1098.227,55.612,-3.8759,-8.0459,4.17,1124.5357,1091.423,1058.3103,6.0678,1127.32,1044.79,-0.0562,58227.9307,1.0
2010-02-18,1107.18,1124.03,1098.28,1109.12,58227.9307,1.94,0.1924,25.75,2.3257,0.1752,1,0.0172,1.3725,23.0579,2.0789,1092.1605,1107.6565,1107.6565,1099.6672,1099.2173,57.8887,-2.561,-6.9489,4.3879,1126.1938,1092.1605,1058.1272,6.2323,1127.32,1044.79,0.1321,58227.9307,1.0
2010-02-19,1109.05,1126.77,1099.82,1119.26,58227.9307,10.21,0.9142,26.95,2.43,0.9206,1,-0.0063,1.3843,22.8,2.0371,1093.4635,1107.988,1107.988,1103.5858,1101.0393,54.2864,-0.6927,-5.6976,5.005,1129.5952,1093.4635,1057.3318,6.6087,1127.32,1044.79,1.0173,58227.9307,1.0
2010-02-22,1119.12,1130.91,1110.38,1114.3,58227.9307,-4.82,-0.4431,20.53,1.8345,0.4307,0,-0.0125,1.3873,22.9029,2.0554,1094.2555,1108.1633,1108.1633,1105.7286,1102.2449,49.9111,0.3833,-4.4815,4.8647,1131.5248,1094.2555,1056.9862,6.8118,1130.91,1044.79,0.5538,58227.9307,1.0
2010-02-23,1114.53,1121.09,1099.71,1103.5,58227.9307,-11.03,-0.9692,21.38,1.9183,0.9897,0,0.0206,1.4069,23.1871,2.1012,1094.5435,1108.0373,1108.0373,1105.2829,1102.359,48.1214,0.3604,-3.5131,3.8735,1132.0147,1094.5435,1057.0723,6.8469,1130.91,1044.79,-0.4095,58227.9307,1.0
2010-02-24,1103.67,1108.12,1090.34,1097.67,58227.9307,-6.0,-0.5283,17.78,1.611,0.5436,0,0.0154,1.3974,20.81,1.8958,1095.017,1107.7645,1107.7645,1103.7603,1101.9327,63.7742,-0.1267,-2.8358,2.7091,1132.3899,1095.017,1057.6441,6.826,1130.91,1044.79,-0.9112,58227.9307,1.0
2010-02-25,1097.97,1109.08,1088.72,1106.15,58227.9307,8.18,0.7725,20.36,1.8543,0.745,1,0.0273,1.4058,20.5586,1.8586,1095.9795,1107.7231,1107.7231,1104.2382,1102.3161,65.543,0.1695,-2.2347,2.4043,1133.4635,1095.9795,1058.4955,6.8403,1130.91,1044.79,-0.142,58227.9307,1.0
2010-02-26,1106.05,1118.9,1104.6,1117.55,58227.9307,11.5,1.0306,14.3,1.2929,1.0397,1,-0.009,1.4131,20.3821,1.8238,1097.7865,1107.9688,1107.9688,1106.9006,1103.701,69.6617,1.3091,-1.526,2.8351,1135.794,1097.7865,1059.779,6.9244,1130.91,1044.79,0.8648,58227.9307,1.0
2010-03-01,1117.0,1123.41,1112.4,1118.69,58227.9307,1.69,0.102,11.01,0.9857,0.1513,1,-0.0492,1.3287,19.6793,1.7591,1098.4515,1108.2302,1108.2302,1109.2585,1105.0636,66.3621,2.278,-0.7652,3.0431,1137.4711,1098.4515,1059.4319,7.1045,1130.91,1044.79,0.9438,58227.9307,1.0
2010-03-02,1118.66,1137.55,1115.3,1134.64,58227.9307,15.98,1.4258,22.25,1.989,1.4285,1,-0.0027,1.3531,19.9557,1.7588,1099.4545,1108.859,1108.859,1114.3348,1107.7524,73.2187,4.2834,0.2445,4.0389,1141.1587,1099.4545,1057.7503,7.5863,1137.55,1044.79,2.325,58227.9307,1.0
2010-03-03,1134.4,1144.82,1132.66,1140.07,58227.9307,5.67,0.4786,12.16,1.0719,0.4998,1,-0.0212,1.3494,18.9707,1.664,1100.976,1109.5849,1109.5849,1119.4818,1110.6903,69.0753,6.239,1.4434,4.7956,1146.3074,1100.976,1055.6446,8.2348,1144.82,1044.79,2.7474,58227.9307,1.0
2010-03-04,1139.71,1141.78,1126.19,1131.96,58227.9307,-7.75,-0.7114,15.59,1.3679,0.68,0,-0.0316,0.9287,18.7471,1.6562,1104.389,1110.0934,1110.0934,1121.9775,1112.624,65.7539,7.0531,2.5654,4.4878,1148.1551,1104.389,1060.6229,7.9258,1144.82,1044.79,1.9698,58227.9307,1.0
2010-03-05,1132.49,1140.61,1128.1,1134.61,58227.9307,2.12,0.2341,12.51,1.1046,0.1872,1,0.0468,0.9285,18.91,1.6667,1107.827,1110.6382,1110.6382,1124.504,1114.6227,64.3173,7.822,3.6167,4.2053,1149.6037,1107.827,1066.0503,7.5421,1144.82,1062.07,2.1584,58227.9307,1.0
2010-03-08,1134.4,1137.54,1118.97,1123.45,58227.9307,-10.95,-0.9836,18.57,1.637,0.9653,0,-0.0185,0.9657,18.6329,1.6585,1110.842,1110.9167,1110.9167,1124.2932,1115.4252,51.8733,7.445,4.3824,3.0626,1147.4232,1110.842,1074.2608,6.5862,1144.82,1062.24,1.1282,58227.9307,1.0
2010-03-09,1123.85,1124.92,1108.97,1121.62,58227.9307,-2.23,-0.1629,15.95,1.4192,0.1984,0,0.0356,0.9342,18.2207,1.6245,1113.03,1111.1445,1111.1445,1123.7585,1115.9883,57.3143,6.9188,4.8896,2.0291,1146.3987,1113.03,1079.6613,5.996,1144.82,1063.78,0.9428,58227.9307,1.0
